know behind ukraine free rich advanced west cant win stupid keep fighting get killed ukraine ukrainerussiawar warinukraine russiaukrainewar russiaisaterroriststate russians russia ukrainewar bachmut, {'neg': 0.267, 'neu': 0.424, 'pos': 0.309, 'compound': 0.1541}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.25};
fierce battle continues bakhmut ! ! seconds zelensky troop bombardment russian militants russia ukraine britain america trump, {'neg': 0.185, 'neu': 0.815, 'pos': 0.0, 'compound': -0.4912}, {'Happy': 0.0, 'Angry': 0.5, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.0};
stop pushing hardline socialist policies 32hour work week ruse attempt raise federal minimum wage communist tactic america tired communist endeavors us dont russia america, {'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.6249}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.2, 'Sad': 0.0, 'Fear': 0.8};
us presidents response downing iranian civil airliner 1988 ill never apologise usa ever dont care facts f * * ks willing risk nuclear war russia china defense intl law bullshit, {'neg': 0.447, 'neu': 0.514, 'pos': 0.039, 'compound': -0.9424}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.17, 'Sad': 0.5, 'Fear': 0.33};
fierce battle broke ukrainian army surrounded trench russian troops russia ukraine britain america trump, {'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.6597}, {'Happy': 0.0, 'Angry': 0.33, 'Surprise': 0.67, 'Sad': 0.0, 'Fear': 0.0};
russia remains unlikely deploy additional forces transnistria given ongoing need forces ukraine, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
transnistrian occupation representative moscow asked russia increase peacekeeping contingent region likely support kremlins efforts destabilize moldova 12, {'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.7906}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.67};
ukrainewar ukraine russia 🗞️ ukraine shells russias border region tonight says belgorod governor, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
yes russia never abandoned intentions behind ribbentrop molotov, {'neg': 0.0, 'neu': 0.537, 'pos': 0.463, 'compound': 0.6346}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
man entitled blessings freedom unless vigilant preservation  gen douglas macarthur uschina nato russia russianmilitary gun tacticalgear, {'neg': 0.096, 'neu': 0.442, 'pos': 0.462, 'compound': 0.8442}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.5};
everyday see ruscist attack ukrainian soil ukrainian civilians targeted die russia end war leaving ukraine today, {'neg': 0.456, 'neu': 0.544, 'pos': 0.0, 'compound': -0.8979}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
george galloway russia world would jackboot georgegalloway motherofalltalkshows moats russia nazigermany hitler nazi nazis jackboots, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
ukrainewar ukraine russia 📍reportedly air defense kyiv tonight air raid capital ukraine number regions going several hours, {'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.2023}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.0, 'Fear': 0.75};
eu impose sanctions chinese companies shipment equipment russia report eu moscow report russia world, {'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
george galloway russia world would jackboot georgegalloway motherofalltalkshows moats russia nazigermany hitler nazi nazis jackboots, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
every lover soldier ~ ovid chinawar russia conflict hypersonic antimissilesystem militaryalliance, {'neg': 0.163, 'neu': 0.567, 'pos': 0.27, 'compound': 0.3612}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
🚨now ! breaking news 🇺🇦🇷🇺 air defenses kyiv continuing engage targets city russia ukraine bakhmut, {'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5255}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.0, 'Fear': 0.75};
moscow fire moscow construction site fire ochakovo district 👍🚬 russiaisanazistate russia russian russiaisateroriststate russianwarcrimes russiaiscollapsing ukrainewar ukrainerussiawar putin russiaisburning igorthesmoker, {'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.5859}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
🇺🇦 never give glory ukraine ukraine ukrainewillwin russiaiscollapsing russiaislosing russia nafo nafoarticle5 nafoexpansionisnonnegotiable, {'neg': 0.192, 'neu': 0.808, 'pos': 0.0, 'compound': -0.431}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
sometimes pick gun put gun  malcolm x army chinamilitary russia marines ballisticmissiledefense armedforces, {'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.5859}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
kyiv attack tonight barrage cruise missiles shahid136 launched russia towards ukraine capital city, {'neg': 0.199, 'neu': 0.705, 'pos': 0.096, 'compound': -0.3818}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
whenever swallow sweet propaganda pill putin crazy wants pick one recreate ussr russia empire conquer ukraine remember two times putin cried foul ignored 13 talking western reporters 4 military top rational 👇🏻, {'neg': 0.238, 'neu': 0.639, 'pos': 0.123, 'compound': -0.5423}, {'Happy': 0.2, 'Angry': 0.0, 'Surprise': 0.2, 'Sad': 0.0, 'Fear': 0.6};
definition pathetic = miserably inadequate low standard definition putin russia = miserably inadequate low standard proven everyday clown show liar coward ukrainerussiawar, {'neg': 0.701, 'neu': 0.299, 'pos': 0.0, 'compound': -0.9744}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.5, 'Fear': 0.17};
odessa surveillance camera filmed flash arriving logistics center odessa bakhmut russia, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
odesa russia launched missile strike strategic aviation planes x22 rockets directed warehouse one food enterprises recreation area black sea coast rescuers working eliminate fires russianwarcrimes ucrania ukraine, {'neg': 0.054, 'neu': 0.893, 'pos': 0.054, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.0, 'Fear': 0.75};
enjoy many breaking news uk germany china france russia, {'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.0};
man entitled blessings freedom unless vigilant preservation  gen douglas macarthur army quicksink russia russiamilitary america airsoftgun, {'neg': 0.0, 'neu': 0.511, 'pos': 0.489, 'compound': 0.8885}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.5};
causes panicmaj outcomes sco russia suspends oil trade india inr demands payments altn currency 😉 petro yuan red line us ) party middle ground 😀 china backs pak 's posn iiojk rejecting 🇮🇳 's unilateral abrogation_of_art_370, {'neg': 0.114, 'neu': 0.813, 'pos': 0.073, 'compound': -0.128}, {'Happy': 0.0, 'Angry': 0.33, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.67};
three royal saudi air force aircraft arrived jeddah sudan evacuating 31 saudi citizens 690 nationals sudan lebanon indonesia pakistan bangladesh kenya russia united states america ekhnews_en, {'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4215}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.33};
doesnt simply live russia, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
⚡in odesa region russia conducted missile attack strategic aviation aircraft x22 missiles aimed food companys warehouse recreational area black sea coast heinous crimes absolutely unbearable russiaisateroriststate, {'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.4767}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
⚡️in odesa region russia struck warehouse food company recreational area black sea coast x22 missiles reports casualties, {'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.25}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
france germany biden idea use ukraines expected gains counteroffensive leverage negotiations russia bring china kind calibrating nonsense happened syria rather pushing victory, {'neg': 0.098, 'neu': 0.691, 'pos': 0.211, 'compound': 0.4767}, {'Happy': 0.4, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.2, 'Fear': 0.4};
us authorities reportedly probing largest crypto exchange world see whether violated sanctions russia crypto cryptocommunity cryptonews bitcoin binance usa russia, {'neg': 0.152, 'neu': 0.848, 'pos': 0.0, 'compound': -0.5267}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
russia evacuates area around major nuclear plant ukraine news war russia military ukraine replaye, {'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
nrussian soldier crawls burning dugout kicks bucket russia ukraine britain america trump, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.67, 'Sad': 0.33, 'Fear': 0.0};
russia evacuates area around major nuclear plant ukraine wagner boss says mercenaries continue fight bakhmut uturn earlier threat withdraw, {'neg': 0.261, 'neu': 0.739, 'pos': 0.0, 'compound': -0.7184}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
pastor chojeckis conviction threat democracy freedom speech poland report hearing pastors austria finland italy argentina portugal spain europe russia denmark france sweden greece norway ue bulgaria slovakia, {'neg': 0.104, 'neu': 0.767, 'pos': 0.129, 'compound': 0.2023}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
russia call poland 'fascist dismantled monument stalins soviet troops invaded colonized🇵🇱 poles say 'disassembly practical implementation act 'on prohibition promoting communism totalitarian systems, {'neg': 0.229, 'neu': 0.685, 'pos': 0.086, 'compound': -0.6369}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
continues burn slowly sverdlovsk region russia igorthesmoker 🚬🚬 still hasnt left area 🤣😂 russiaisanazistate russia russian russiaisateroriststate russianwarcrimes russiaiscollapsing ukrainewar ukrainerussiawar putin russiaisburning, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
ukrainian air defense effectively downed building save hit shahed drone kia russia russian ukrainian ukrainecounteroffensive ww3 afu zelensky putin biden proxy kiev orthodox orthodoxy☦️ orthodoxy ukrainewar ukrainewarfootage china trump desantis lgbt freeassangenow assange, {'neg': 0.185, 'neu': 0.641, 'pos': 0.174, 'compound': -0.3612}, {'Happy': 0.0, 'Angry': 0.2, 'Surprise': 0.2, 'Sad': 0.2, 'Fear': 0.4};
⚠️ maybe important russian people realize russia ukraine russia hear say 👇, {'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.2023}, {'Happy': 1.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.0};
russia burning ukraine blows russias largest bomb factory russia ukraine britain america trump, {'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.4939}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.67, 'Sad': 0.33, 'Fear': 0.0};
bakhmut ukraine city destroyed russian invasion also city full hope people bakhmut determined give stand people bakhmut biden ukraine bakhmut relief hope russia, {'neg': 0.098, 'neu': 0.554, 'pos': 0.348, 'compound': 0.7964}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
putin russia dysfunctional water systems dirt ruts serve roads indoor plumbingwhats poor educational system ensure citizens living mushroomsfed crap n kept darkpathetic, {'neg': 0.292, 'neu': 0.614, 'pos': 0.094, 'compound': -0.6705}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.5};
odesaodessa city officials confirm wrote earlier kh22 rockets directed warehouses black sea coast ukraine says belonged food enterprise russia says weaponsammo store word casualties yet, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.17, 'Angry': 0.17, 'Surprise': 0.0, 'Sad': 0.17, 'Fear': 0.5};
russia uses evacuated ukrainian civilians humanshields withdrawing also use ethniccleansing depopulation area ukrainewar warcrimes part genocide ukrainians, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
feeling cuando creyeron vencer rusia russiavsucrania russia ukraine war ww3 russiaukrainewar, {'neg': 0.271, 'neu': 0.625, 'pos': 0.104, 'compound': -0.5267}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
huge attacks cities ukraine tonight russia attempt smash ukrainian counteroffensive drone assault kyiv explosions reported zaporizhia attack weapons reserve odessa wagner offensive bakhmut, {'neg': 0.449, 'neu': 0.486, 'pos': 0.066, 'compound': -0.9246}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
rehearsal years victory day military parade mark 78th anniversary soviet unions victory great patriotic war held vladivostok russia, {'neg': 0.163, 'neu': 0.667, 'pos': 0.171, 'compound': 0.0516}, {'Happy': 0.67, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.0};
ukraine russia msm telling scottritter deboraharmstrong, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
alarming really surprising russia still needs trade alliesfriends still willing trade natural theyd use currency allies int trade, {'neg': 0.07, 'neu': 0.701, 'pos': 0.229, 'compound': 0.5256}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
washington post claims hispanic texas mall shooter white supremacist also supports nazi ukraine country nazi battalions wild 😆 kia russia russian ukrainian ukrainecounteroffensive ww3 afu zelensky putin biden proxy kiev orthodox orthodoxy☦️ orthodoxy ukrainewar ukrainewarfootage china trump desantis lgbt freeassangenow assange, {'neg': 0.168, 'neu': 0.748, 'pos': 0.083, 'compound': -0.7269}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
conversation immigrant baggage discontents writingcommnunity russia ukraine immigrant, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
russias wagner group appears uturn bakhmut withdrawal ukraineconflict bakhmut wagnergroup crimea yevgenyprigozhin zakharprilepin russia, {'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.0258}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.67, 'Sad': 0.33, 'Fear': 0.0};
putins face says knows army losing ukrainian people determined fight freedom ukraine russia war peace, {'neg': 0.323, 'neu': 0.319, 'pos': 0.358, 'compound': 0.25}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
transgender activist sarah ashtoncirillo says russians subhumans animals like hitler russia ukraine lgbt lgbtq russiaukrainewar ukrainerussiawar demilitarization supportukraine ukrainecounterofensive russiawillwin, {'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
dont want mentalasylums would second crypto bros moms creditcards us would bannered odd reality closet thing china since russia, {'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.3658}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
time russia declare nazi ukraine terrorist state whereas russia act entity accordingly, {'neg': 0.299, 'neu': 0.701, 'pos': 0.0, 'compound': -0.6908}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
putin gives devil wants russia playground, {'neg': 0.468, 'neu': 0.532, 'pos': 0.0, 'compound': -0.6597}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
putin ineptly ravaged military rendered technology sector inferior decades come expanded nato caused economic isolation wasted countless lives itll get worse russia kremlin doesnt remove soon russiaukrainewar ukrainewar un us, {'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.8934}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.5, 'Fear': 0.25};
russia china well liked africawashingtondc nytimes wapo nato eu huffpost politico putin, {'neg': 0.0, 'neu': 0.671, 'pos': 0.329, 'compound': 0.5994}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
🚨💰 us doj looking crypto exchanges services russians national security crime fronts according bloomberg cryptonews doj russia, {'neg': 0.167, 'neu': 0.718, 'pos': 0.115, 'compound': -0.2732}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.33};
ukraine received 1550 armored vehicles 230 tanks allies nato says ukraine russia ukrainewar emergingmarkets, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
strong explosion zaporizhzhia western allies think fine russia bomb crap ukraine infrastructure people yet say ukraine must hit targets russia war stand bullies standwithukraine, {'neg': 0.287, 'neu': 0.562, 'pos': 0.151, 'compound': -0.6808}, {'Happy': 0.33, 'Angry': 0.17, 'Surprise': 0.17, 'Sad': 0.0, 'Fear': 0.33};
ukraines sabotage strategy inside russia win war russia precarious strategy ever patronized natous, {'neg': 0.346, 'neu': 0.474, 'pos': 0.18, 'compound': -0.5423}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
pls time russia 23 million acres lost fires siberia womenelderskids help start give food act together help, {'neg': 0.105, 'neu': 0.591, 'pos': 0.305, 'compound': 0.5267}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
🚨now breaking news 🇺🇦🇷🇺 kiev capital ukraine think iran shahed 136 hit spot big explosion sound 😭 sudan khartoum السودان الخرطوم russia ukraine bakhmut, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.25, 'Surprise': 0.25, 'Sad': 0.0, 'Fear': 0.5};
give ukraine f16 jets request one suspend operations blacksea sovereignty f16forukraine russiagohome eus frontex border control mission suspends black sea operations incident involving russia su35 jet, {'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
russian uav attacks kyiv ukraine still ongoing appears quite large attack breaking ukraine russia, {'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.7414}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
today many explosions heard kyiv capital ukraine 😢 russia ukraine bakhmut kiev, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
